timestamp,open,high,low,close,volume
2024-12-11 21:36:00,6154.5,6155.0,6154.5,6155.0,10
2024-12-11 21:39:00,6154.5,6154.5,6154.5,6154.5,5
2024-12-11 21:42:00,6154.75,6155.0,6154.5,6154.5,16
2024-12-11 21:45:00,6154.5,6154.5,6154.5,6154.5,2
2024-12-11 21:48:00,6154.5,6154.5,6154.25,6154.25,6
2024-12-11 21:51:00,6153.75,6154.0,6153.75,6154.0,2
2024-12-11 21:54:00,6153.75,6154.0,6153.5,6154.0,5
2024-12-11 21:57:00,6154.25,6154.25,6153.75,6154.25,8
2024-12-11 22:00:00,6154.0,6154.0,6154.0,6154.0,1
2024-12-11 23:00:00,6154.0,6155.0,6152.5,6152.5,26
2024-12-11 23:03:00,6152.75,6154.5,6152.5,6154.5,17
2024-12-11 23:06:00,6154.5,6155.0,6153.75,6154.0,20
2024-12-11 23:09:00,6154.25,6154.25,6153.5,6154.0,6
2024-12-11 23:12:00,6154.0,6154.5,6154.0,6154.5,11
2024-12-11 23:15:00,6154.75,6155.0,6154.75,6155.0,13
2024-12-11 23:18:00,6154.75,6154.75,6154.5,6154.5,4
2024-12-11 23:21:00,6154.25,6154.25,6152.75,6152.75,17
2024-12-11 23:24:00,6153.0,6153.0,6153.0,6153.0,2
2024-12-11 23:27:00,6152.75,6152.75,6152.5,6152.75,9
2024-12-11 23:30:00,6153.25,6154.0,6153.25,6154.0,9
2024-12-11 23:33:00,6154.0,6154.0,6154.0,6154.0,1
2024-12-11 23:36:00,6154.0,6154.0,6153.25,6153.25,8
2024-12-11 23:39:00,6153.25,6153.25,6153.25,6153.25,2
2024-12-11 23:42:00,6153.0,6153.0,6153.0,6153.0,8
2024-12-11 23:45:00,6153.0,6153.0,6153.0,6153.0,26
2024-12-11 23:48:00,6153.25,6153.5,6153.25,6153.5,15
2024-12-11 23:51:00,6153.75,6153.75,6153.75,6153.75,3
2024-12-11 23:57:00,6153.25,6153.25,6153.0,6153.0,25
2024-12-12 00:00:00,6153.5,6153.75,6153.25,6153.75,7
2024-12-12 00:03:00,6153.75,6153.75,6153.5,6153.5,7
2024-12-12 00:06:00,6153.25,6153.5,6153.0,6153.0,49
2024-12-12 00:09:00,6153.0,6153.0,6152.5,6152.75,28
2024-12-12 00:12:00,6152.5,6152.75,6152.5,6152.75,7
2024-12-12 00:15:00,6152.75,6152.75,6151.75,6152.25,22
2024-12-12 00:18:00,6152.25,6152.25,6151.75,6151.75,11
2024-12-12 00:21:00,6151.5,6151.5,6150.75,6150.75,27
2024-12-12 00:24:00,6150.75,6151.25,6150.75,6151.25,11
2024-12-12 00:27:00,6151.5,6151.75,6151.0,6151.0,35
2024-12-12 00:30:00,6151.25,6151.25,6150.75,6151.25,13
2024-12-12 00:33:00,6151.5,6151.5,6151.25,6151.5,11
2024-12-12 00:36:00,6150.75,6151.5,6150.75,6151.5,8
2024-12-12 00:42:00,6151.0,6151.0,6150.75,6150.75,5
2024-12-12 00:45:00,6150.5,6150.5,6150.25,6150.5,22
2024-12-12 00:48:00,6150.5,6150.5,6150.5,6150.5,1
2024-12-12 00:51:00,6150.0,6150.0,6149.0,6149.0,51
2024-12-12 00:54:00,6149.25,6150.0,6149.25,6150.0,13
2024-12-12 00:57:00,6150.25,6150.75,6150.25,6150.5,23
2024-12-12 01:00:00,6151.0,6151.5,6151.0,6151.25,24
2024-12-12 01:03:00,6151.75,6151.75,6151.0,6151.0,23
2024-12-12 01:06:00,6151.0,6151.25,6151.0,6151.25,7
2024-12-12 01:09:00,6151.25,6152.0,6151.25,6152.0,48
2024-12-12 01:12:00,6152.0,6152.5,6152.0,6152.5,33
2024-12-12 01:15:00,6152.75,6152.75,6152.0,6152.0,18
2024-12-12 01:18:00,6152.0,6152.0,6151.75,6152.0,7
2024-12-12 01:21:00,6152.0,6152.25,6152.0,6152.25,18
2024-12-12 01:24:00,6152.25,6152.25,6151.75,6152.0,11
2024-12-12 01:27:00,6152.25,6152.25,6152.25,6152.25,4
2024-12-12 01:30:00,6152.5,6152.75,6152.0,6152.0,20
2024-12-12 01:33:00,6152.25,6152.25,6152.25,6152.25,7
2024-12-12 01:36:00,6152.25,6152.25,6151.75,6151.75,12
2024-12-12 01:39:00,6152.25,6152.5,6152.25,6152.25,6
2024-12-12 01:42:00,6152.25,6152.25,6152.0,6152.0,4
2024-12-12 01:45:00,6152.0,6152.0,6151.75,6151.75,4
2024-12-12 01:48:00,6151.5,6151.5,6151.25,6151.25,10
2024-12-12 01:51:00,6151.0,6151.0,6149.75,6150.0,41
2024-12-12 01:54:00,6150.25,6150.75,6150.25,6150.25,30
2024-12-12 01:57:00,6150.5,6150.5,6150.25,6150.25,5
2024-12-12 02:00:00,6150.5,6152.0,6150.5,6152.0,47
2024-12-12 02:03:00,6151.75,6151.75,6151.5,6151.5,11
2024-12-12 02:06:00,6151.25,6151.25,6150.75,6150.75,3
2024-12-12 02:09:00,6150.5,6150.5,6150.0,6150.0,11
2024-12-12 02:12:00,6150.0,6150.75,6150.0,6150.75,33
2024-12-12 02:15:00,6151.0,6151.0,6150.75,6151.0,14
2024-12-12 02:18:00,6151.0,6151.0,6150.75,6150.75,13
2024-12-12 02:21:00,6151.0,6151.25,6151.0,6151.0,11
2024-12-12 02:24:00,6151.0,6151.25,6151.0,6151.0,8
2024-12-12 02:27:00,6151.0,6151.5,6151.0,6151.5,5
2024-12-12 02:30:00,6151.25,6151.25,6151.25,6151.25,1
2024-12-12 02:36:00,6151.25,6151.5,6151.25,6151.25,9
2024-12-12 02:39:00,6151.25,6151.5,6151.25,6151.25,14
2024-12-12 02:45:00,6151.5,6151.5,6150.5,6150.5,12
2024-12-12 02:48:00,6150.5,6150.5,6150.5,6150.5,5
2024-12-12 02:51:00,6150.25,6150.25,6149.5,6149.5,34
2024-12-12 02:54:00,6150.0,6150.25,6149.75,6150.25,19
2024-12-12 02:57:00,6150.0,6150.0,6150.0,6150.0,9
2024-12-12 03:00:00,6150.5,6150.5,6150.5,6150.5,9
2024-12-12 03:03:00,6150.75,6151.0,6150.75,6151.0,21
2024-12-12 03:06:00,6150.75,6150.75,6150.5,6150.5,3
2024-12-12 03:09:00,6150.75,6150.75,6150.75,6150.75,7
2024-12-12 03:12:00,6150.5,6150.75,6150.5,6150.5,8
2024-12-12 03:15:00,6150.5,6150.75,6150.5,6150.75,2
2024-12-12 03:18:00,6150.5,6150.5,6150.5,6150.5,2
2024-12-12 03:21:00,6150.5,6150.5,6150.0,6150.0,5
2024-12-12 03:24:00,6150.0,6150.25,6150.0,6150.25,2
2024-12-12 03:27:00,6150.75,6151.0,6150.25,6151.0,11
2024-12-12 03:30:00,6151.0,6151.25,6150.5,6151.25,8
2024-12-12 03:33:00,6151.0,6151.25,6150.5,6151.25,59
2024-12-12 03:36:00,6151.25,6151.25,6150.75,6150.75,7
2024-12-12 03:39:00,6150.5,6150.5,6150.5,6150.5,1
2024-12-12 03:42:00,6150.0,6150.25,6150.0,6150.25,9
2024-12-12 03:45:00,6150.25,6150.25,6150.25,6150.25,1
2024-12-12 03:48:00,6150.5,6150.5,6150.5,6150.5,7
2024-12-12 03:51:00,6150.5,6150.75,6150.5,6150.75,6
2024-12-12 03:54:00,6150.75,6151.0,6150.75,6151.0,10
2024-12-12 03:57:00,6151.0,6151.0,6151.0,6151.0,8
2024-12-12 04:00:00,6151.25,6151.25,6151.0,6151.0,2
2024-12-12 04:03:00,6151.25,6151.25,6151.25,6151.25,6
2024-12-12 04:06:00,6151.0,6151.0,6151.0,6151.0,1
2024-12-12 04:09:00,6151.25,6151.25,6151.25,6151.25,3
2024-12-12 04:12:00,6151.5,6151.75,6151.5,6151.75,2
2024-12-12 04:15:00,6151.5,6151.5,6151.25,6151.25,58
2024-12-12 04:18:00,6151.25,6151.25,6151.0,6151.0,8
2024-12-12 04:21:00,6151.25,6151.5,6151.25,6151.5,5
2024-12-12 04:24:00,6151.75,6151.75,6151.75,6151.75,12
2024-12-12 04:27:00,6151.75,6151.75,6151.75,6151.75,5
2024-12-12 04:30:00,6151.75,6151.75,6151.5,6151.5,4
2024-12-12 04:33:00,6151.5,6151.5,6151.5,6151.5,2
2024-12-12 04:36:00,6152.0,6152.25,6152.0,6152.0,9
2024-12-12 04:39:00,6152.0,6152.0,6152.0,6152.0,2
2024-12-12 04:42:00,6152.25,6152.25,6152.25,6152.25,1
2024-12-12 04:45:00,6152.25,6152.25,6152.25,6152.25,1
2024-12-12 04:48:00,6152.0,6152.0,6152.0,6152.0,2
2024-12-12 04:51:00,6151.75,6151.75,6151.75,6151.75,15
2024-12-12 04:54:00,6152.0,6152.0,6152.0,6152.0,1
2024-12-12 04:57:00,6152.25,6152.25,6152.0,6152.25,8
2024-12-12 05:00:00,6152.5,6152.5,6152.25,6152.25,19
2024-12-12 05:03:00,6152.25,6152.25,6152.0,6152.0,8
2024-12-12 05:06:00,6152.0,6152.0,6152.0,6152.0,3
2024-12-12 05:09:00,6152.0,6152.0,6152.0,6152.0,6
2024-12-12 05:12:00,6151.75,6151.75,6151.75,6151.75,3
2024-12-12 05:15:00,6151.75,6151.75,6151.5,6151.5,11
2024-12-12 05:18:00,6151.5,6152.0,6151.5,6152.0,6
2024-12-12 05:21:00,6152.0,6152.0,6151.75,6151.75,5
2024-12-12 05:24:00,6152.0,6152.0,6152.0,6152.0,3
2024-12-12 05:30:00,6152.25,6152.5,6152.0,6152.5,14
2024-12-12 05:33:00,6152.5,6152.75,6152.5,6152.75,13
2024-12-12 05:36:00,6152.75,6153.0,6152.75,6153.0,11
2024-12-12 05:39:00,6153.0,6153.0,6152.25,6152.25,10
2024-12-12 05:42:00,6152.25,6152.75,6152.25,6152.75,32
2024-12-12 05:45:00,6152.75,6153.5,6152.75,6153.25,21
2024-12-12 05:51:00,6153.5,6153.75,6153.25,6153.25,23
2024-12-12 05:54:00,6153.25,6153.25,6153.25,6153.25,3
2024-12-12 05:57:00,6153.5,6153.5,6153.5,6153.5,3
2024-12-12 06:00:00,6153.75,6154.0,6153.75,6154.0,28
2024-12-12 06:03:00,6154.25,6154.5,6153.0,6153.0,39
2024-12-12 06:06:00,6153.0,6153.25,6153.0,6153.25,15
2024-12-12 06:09:00,6153.25,6153.75,6153.25,6153.75,13
2024-12-12 06:12:00,6153.5,6153.5,6153.25,6153.25,17
2024-12-12 06:15:00,6153.25,6153.5,6153.25,6153.5,12
2024-12-12 06:18:00,6153.75,6153.75,6153.5,6153.5,8
2024-12-12 06:21:00,6153.5,6153.5,6153.0,6153.0,17
2024-12-12 06:24:00,6153.0,6153.0,6152.75,6152.75,12
2024-12-12 06:27:00,6152.75,6152.75,6152.75,6152.75,5
2024-12-12 06:30:00,6152.75,6152.75,6152.25,6152.25,32
2024-12-12 06:33:00,6152.0,6152.0,6152.0,6152.0,23
2024-12-12 06:36:00,6151.75,6152.25,6151.75,6152.0,29
2024-12-12 06:39:00,6152.0,6152.0,6151.75,6151.75,9
2024-12-12 06:42:00,6151.75,6151.75,6151.75,6151.75,14
2024-12-12 06:45:00,6151.5,6151.75,6151.25,6151.25,18
2024-12-12 06:48:00,6151.25,6151.5,6150.75,6151.0,39
2024-12-12 06:51:00,6151.25,6151.75,6151.25,6151.75,8
2024-12-12 06:54:00,6151.75,6152.0,6151.75,6152.0,2
2024-12-12 06:57:00,6151.75,6152.0,6151.5,6152.0,32
2024-12-12 07:00:00,6152.25,6152.25,6150.5,6150.75,42
2024-12-12 07:03:00,6150.75,6152.0,6150.75,6152.0,35
2024-12-12 07:06:00,6151.75,6152.0,6151.75,6152.0,27
2024-12-12 07:09:00,6152.25,6152.75,6152.0,6152.25,51
2024-12-12 07:12:00,6152.0,6152.5,6152.0,6152.5,62
2024-12-12 07:15:00,6152.5,6152.75,6152.25,6152.5,44
2024-12-12 07:18:00,6152.5,6152.5,6152.0,6152.0,16
2024-12-12 07:21:00,6152.0,6152.25,6152.0,6152.0,17
2024-12-12 07:24:00,6152.0,6152.0,6151.75,6152.0,27
2024-12-12 07:27:00,6151.75,6152.0,6151.5,6151.5,21
2024-12-12 07:30:00,6151.5,6151.5,6151.5,6151.5,1
2024-12-12 07:33:00,6151.75,6151.75,6151.75,6151.75,12
2024-12-12 07:36:00,6151.75,6151.75,6151.5,6151.75,35
2024-12-12 07:39:00,6151.5,6151.5,6151.5,6151.5,16
2024-12-12 07:42:00,6151.5,6151.5,6150.75,6150.75,21
2024-12-12 07:45:00,6150.75,6150.75,6150.5,6150.5,13
2024-12-12 07:48:00,6150.75,6151.25,6150.25,6151.25,34
2024-12-12 07:51:00,6151.25,6151.25,6150.5,6150.5,38
2024-12-12 07:54:00,6150.25,6150.25,6149.75,6149.75,25
2024-12-12 07:57:00,6149.5,6150.5,6149.5,6150.25,21
2024-12-12 08:00:00,6150.5,6152.5,6150.25,6152.25,77
2024-12-12 08:03:00,6152.25,6152.75,6152.0,6152.5,44
2024-12-12 08:06:00,6152.5,6152.5,6151.25,6151.75,53
2024-12-12 08:09:00,6151.75,6152.25,6151.25,6151.5,41
2024-12-12 08:12:00,6151.5,6151.75,6151.5,6151.75,8
2024-12-12 08:15:00,6151.25,6151.5,6151.25,6151.5,23
2024-12-12 08:18:00,6151.25,6152.0,6151.25,6151.5,18
2024-12-12 08:21:00,6151.5,6151.75,6151.25,6151.25,21
2024-12-12 08:24:00,6151.25,6151.5,6150.75,6150.75,13
2024-12-12 08:27:00,6150.75,6150.75,6150.5,6150.75,9
2024-12-12 08:30:00,6151.0,6153.0,6150.5,6150.5,103
2024-12-12 08:33:00,6150.25,6150.75,6150.25,6150.75,24
2024-12-12 08:36:00,6150.5,6150.75,6149.75,6150.25,35
2024-12-12 08:39:00,6150.25,6150.25,6149.25,6149.5,37
2024-12-12 08:42:00,6149.25,6150.0,6149.25,6150.0,31
2024-12-12 08:45:00,6149.75,6150.0,6149.75,6150.0,26
2024-12-12 08:48:00,6150.25,6150.5,6150.0,6150.25,28
2024-12-12 08:51:00,6150.25,6150.5,6150.25,6150.5,9
2024-12-12 08:54:00,6150.25,6150.5,6150.0,6150.25,29
2024-12-12 08:57:00,6150.0,6150.5,6149.75,6150.5,24
2024-12-12 09:00:00,6150.25,6151.5,6150.0,6151.5,14
2024-12-12 09:03:00,6151.5,6151.5,6150.5,6151.25,64
2024-12-12 09:06:00,6151.0,6151.25,6150.5,6150.5,25
2024-12-12 09:09:00,6150.75,6150.75,6150.0,6150.0,26
2024-12-12 09:12:00,6149.5,6150.75,6149.5,6150.75,21
2024-12-12 09:15:00,6150.5,6150.5,6149.75,6150.0,11
2024-12-12 09:18:00,6150.0,6150.75,6150.0,6150.75,22
2024-12-12 09:21:00,6151.0,6151.5,6151.0,6151.5,21
2024-12-12 09:24:00,6151.25,6151.75,6151.0,6151.0,46
2024-12-12 09:27:00,6150.75,6150.75,6150.25,6150.25,28
2024-12-12 09:30:00,6150.25,6150.25,6149.5,6149.5,33
2024-12-12 09:33:00,6149.5,6149.75,6149.25,6149.75,24
2024-12-12 09:36:00,6149.75,6150.0,6149.5,6149.75,39
2024-12-12 09:39:00,6149.75,6150.0,6149.5,6149.75,31
2024-12-12 09:42:00,6150.0,6150.0,6149.25,6149.25,24
2024-12-12 09:45:00,6149.25,6150.0,6149.25,6150.0,32
2024-12-12 09:48:00,6150.0,6150.25,6150.0,6150.25,31
2024-12-12 09:51:00,6150.0,6150.0,6149.75,6149.75,10
2024-12-12 09:54:00,6149.75,6150.25,6149.5,6149.75,21
2024-12-12 09:57:00,6149.75,6149.75,6148.75,6149.0,46
2024-12-12 10:00:00,6149.0,6149.0,6148.75,6149.0,18
2024-12-12 10:03:00,6149.25,6149.75,6149.0,6149.75,27
2024-12-12 10:06:00,6149.75,6150.0,6149.75,6149.75,24
2024-12-12 10:09:00,6149.75,6149.75,6149.25,6149.5,32
2024-12-12 10:12:00,6149.25,6149.25,6148.75,6149.25,6
2024-12-12 10:15:00,6149.5,6150.0,6149.5,6149.5,36
2024-12-12 10:18:00,6149.5,6149.75,6149.25,6149.25,16
2024-12-12 10:21:00,6149.25,6149.5,6149.25,6149.25,35
2024-12-12 10:24:00,6149.5,6151.0,6149.5,6150.75,71
2024-12-12 10:27:00,6151.0,6151.5,6150.75,6150.75,38
2024-12-12 10:30:00,6151.0,6151.0,6150.5,6150.5,43
2024-12-12 10:33:00,6150.75,6151.25,6150.75,6151.25,31
2024-12-12 10:36:00,6150.75,6150.75,6150.5,6150.75,20
2024-12-12 10:39:00,6150.75,6151.0,6150.5,6151.0,39
2024-12-12 10:42:00,6151.0,6151.25,6150.5,6151.0,46
2024-12-12 10:45:00,6151.25,6151.25,6150.25,6150.75,50
2024-12-12 10:48:00,6150.75,6150.75,6150.25,6150.5,40
2024-12-12 10:51:00,6150.5,6150.5,6150.5,6150.5,80
2024-12-12 10:54:00,6150.5,6150.5,6150.0,6150.25,26
2024-12-12 10:57:00,6150.25,6150.25,6150.25,6150.25,12
2024-12-12 11:00:00,6150.5,6151.5,6150.5,6150.75,100
2024-12-12 11:03:00,6151.25,6151.25,6150.5,6150.5,28
2024-12-12 11:06:00,6150.5,6152.25,6149.5,6150.75,286
2024-12-12 11:09:00,6150.5,6150.5,6149.5,6149.75,155
2024-12-12 11:12:00,6149.75,6149.75,6148.0,6148.25,145
2024-12-12 11:15:00,6148.0,6148.0,6147.0,6147.75,137
2024-12-12 11:18:00,6147.75,6148.75,6147.5,6148.75,46
2024-12-12 11:21:00,6149.0,6149.25,6148.5,6148.5,62
2024-12-12 11:24:00,6148.75,6148.75,6148.25,6148.5,28
2024-12-12 11:27:00,6148.5,6148.5,6148.0,6148.5,36
2024-12-12 11:30:00,6148.75,6150.0,6148.5,6150.0,73
2024-12-12 11:33:00,6150.0,6150.0,6149.5,6150.0,37
2024-12-12 11:36:00,6149.75,6150.0,6149.5,6150.0,36
2024-12-12 11:39:00,6149.5,6150.25,6149.5,6150.0,72
2024-12-12 11:42:00,6150.0,6150.0,6150.0,6150.0,14
2024-12-12 11:45:00,6149.75,6150.0,6149.5,6149.75,23
2024-12-12 11:48:00,6150.0,6150.0,6149.5,6149.5,29
2024-12-12 11:51:00,6150.0,6150.0,6149.25,6149.25,24
2024-12-12 11:54:00,6149.25,6150.0,6149.0,6149.5,24
2024-12-12 11:57:00,6149.5,6149.5,6149.0,6149.0,30
2024-12-12 12:00:00,6148.75,6149.25,6148.75,6149.0,39
2024-12-12 12:03:00,6148.75,6149.25,6148.25,6148.5,49
2024-12-12 12:06:00,6148.5,6150.5,6148.5,6150.25,83
2024-12-12 12:09:00,6150.25,6150.5,6150.0,6150.5,26
2024-12-12 12:12:00,6150.75,6151.25,6150.75,6150.75,21
2024-12-12 12:15:00,6150.75,6150.75,6150.25,6150.5,28
2024-12-12 12:18:00,6150.25,6150.75,6150.0,6150.75,67
2024-12-12 12:21:00,6150.75,6151.0,6150.75,6150.75,40
2024-12-12 12:24:00,6150.75,6151.0,6150.25,6150.5,13
2024-12-12 12:27:00,6150.5,6151.0,6150.5,6150.75,13
2024-12-12 12:30:00,6150.5,6150.5,6149.5,6149.5,36
2024-12-12 12:33:00,6149.25,6149.75,6148.0,6148.5,68
2024-12-12 12:36:00,6148.25,6148.25,6148.0,6148.25,39
2024-12-12 12:39:00,6148.5,6149.5,6148.5,6148.75,59
2024-12-12 12:42:00,6148.5,6148.5,6148.0,6148.25,28
2024-12-12 12:45:00,6148.0,6148.25,6147.75,6148.25,26
2024-12-12 12:48:00,6148.25,6149.5,6148.25,6148.75,65
2024-12-12 12:51:00,6149.0,6149.0,6148.5,6148.5,17
2024-12-12 12:54:00,6148.5,6148.5,6147.0,6147.25,56
2024-12-12 12:57:00,6147.25,6148.0,6147.0,6147.5,33
2024-12-12 13:00:00,6147.5,6147.75,6145.5,6145.75,120
2024-12-12 13:03:00,6145.5,6145.75,6144.75,6145.0,77
2024-12-12 13:06:00,6145.0,6148.25,6145.0,6148.25,106
2024-12-12 13:09:00,6148.25,6148.25,6147.25,6147.25,48
2024-12-12 13:12:00,6147.25,6148.75,6147.25,6148.75,23
2024-12-12 13:15:00,6148.5,6149.5,6147.5,6149.25,60
2024-12-12 13:18:00,6149.0,6149.75,6149.0,6149.75,129
2024-12-12 13:21:00,6149.75,6151.0,6149.0,6151.0,75
2024-12-12 13:24:00,6151.0,6151.0,6149.25,6149.5,73
2024-12-12 13:27:00,6150.0,6150.5,6149.75,6150.25,62
2024-12-12 13:30:00,6150.5,6155.0,6146.0,6146.25,240
2024-12-12 13:33:00,6146.0,6146.5,6144.0,6144.5,237
2024-12-12 13:36:00,6144.25,6144.25,6138.75,6142.25,556
2024-12-12 13:39:00,6142.25,6143.75,6141.25,6142.25,297
2024-12-12 13:42:00,6142.25,6144.5,6141.5,6144.25,404
2024-12-12 13:45:00,6144.25,6146.0,6143.75,6146.0,380
2024-12-12 13:48:00,6146.0,6146.75,6144.25,6145.0,177
2024-12-12 13:51:00,6145.0,6145.25,6144.0,6144.0,186
2024-12-12 13:54:00,6144.0,6146.25,6143.75,6145.0,205
2024-12-12 13:57:00,6145.0,6145.0,6143.5,6144.75,180
2024-12-12 14:00:00,6144.5,6146.75,6143.75,6146.25,243
2024-12-12 14:03:00,6146.5,6148.5,6146.5,6146.5,202
2024-12-12 14:06:00,6146.25,6148.0,6146.0,6146.5,98
2024-12-12 14:09:00,6146.75,6148.0,6146.75,6147.5,92
2024-12-12 14:12:00,6147.25,6147.5,6144.25,6144.25,225
2024-12-12 14:15:00,6144.25,6146.0,6143.0,6145.5,118
2024-12-12 14:18:00,6145.25,6146.0,6143.25,6145.0,192
2024-12-12 14:21:00,6144.75,6147.0,6144.25,6146.5,145
2024-12-12 14:24:00,6146.0,6147.0,6145.75,6145.75,92
2024-12-12 14:27:00,6145.5,6148.75,6145.25,6148.0,243
2024-12-12 14:30:00,6148.0,6150.75,6145.75,6145.75,1064
2024-12-12 14:33:00,6145.75,6146.75,6142.75,6144.0,513
2024-12-12 14:36:00,6143.75,6146.75,6142.5,6144.0,492
2024-12-12 14:39:00,6144.0,6145.75,6142.5,6143.25,501
2024-12-12 14:42:00,6143.0,6147.5,6143.0,6144.25,628
2024-12-12 14:45:00,6144.0,6147.75,6143.5,6144.0,395
2024-12-12 14:48:00,6144.0,6145.0,6142.75,6142.75,426
2024-12-12 14:51:00,6143.0,6145.0,6142.0,6144.0,561
2024-12-12 14:54:00,6143.5,6143.75,6141.0,6141.0,488
2024-12-12 14:57:00,6141.25,6143.5,6141.0,6143.25,588
2024-12-12 15:00:00,6143.5,6146.0,6142.25,6142.5,978
2024-12-12 15:03:00,6142.5,6142.5,6140.75,6142.25,750
2024-12-12 15:06:00,6141.5,6143.0,6140.75,6141.5,528
2024-12-12 15:09:00,6141.5,6141.5,6136.25,6136.75,1343
2024-12-12 15:12:00,6136.75,6138.0,6134.75,6137.5,927
2024-12-12 15:15:00,6137.5,6138.75,6136.25,6138.0,1078
2024-12-12 15:18:00,6138.0,6143.0,6137.25,6143.0,779
2024-12-12 15:21:00,6143.0,6144.0,6140.75,6143.0,677
2024-12-12 15:24:00,6143.0,6148.5,6142.75,6148.0,799
2024-12-12 15:27:00,6148.25,6150.5,6146.5,6147.0,773
2024-12-12 15:30:00,6147.0,6150.0,6147.0,6149.0,549
2024-12-12 15:33:00,6149.25,6152.25,6149.0,6149.5,465
2024-12-12 15:36:00,6149.75,6152.5,6149.25,6152.25,353
